Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"15365";"=""000722638""";"=""9542341601""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 45 IM. KORNELA MAKUSZYŃSKIEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09329""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Janusza Korczaka";"=""11""";"=""""";"=""40-338""";"Katowice";"=""322568308""";"=""322568308""";"sp45kat@gazeta.pl";"sp45kat.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"RAFAŁ ZAWIŚLAK";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"290";"";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny, integracyjny";"";"";"";"";""
"79185";"=""000722650""";"=""""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 47 IM. JÓZEFA LOMPY Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06317""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Józefa Grzegorzka";"=""4""";"=""""";"=""40-309""";"Katowice";"=""322566206""";"=""""";"zsp3katowice@interia.pl";"http://www.zsp3.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"5773";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 3";"374";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny";"";"";"";"";""
"15531";"=""000722667""";"=""9542341647""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 48 IM. JULIUSZA LIGONIA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01279""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bielska";"=""14""";"=""""";"=""40-749""";"Katowice";"=""322556207""";"=""322556207""";"sp48katowice@op.pl";"http://www.sp48.eu/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA MATLAK";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"285";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie okólne, skocznie";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"34734";"=""000722905""";"=""6342386690""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 5 IM. DZIEWIĘCIU GÓRNIKÓW Z WUJKA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48242""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. J. Gallusa";"=""5""";"=""""";"=""40-594""";"Katowice";"=""322521118""";"=""""";"sp5@sp5.katowice.pl";"www.sp5.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272297";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 7";"228";"";"angielski, hiszpański";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"15585";"=""000946148""";"=""9542319978""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 51 IM. FRYDERYKA CHOPINA Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""17921""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Przyjazna";"=""7a""";"=""""";"=""40-467""";"Katowice";"=""323512077""";"=""""";"sekretariat@szkola51.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272305";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 13";"642";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny, sportowy";"";"";"";"";""
"38777";"=""000723419""";"=""9542253104""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 53 IM. STEFANA ŻEROMSKIEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25132""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"pl. Wyzwolenia";"=""18""";"=""""";"=""40-423""";"Katowice";"=""322557147""";"=""""";"szkola53katowice@poczta.onet.pl";"http://sp53katowice.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"JOANNA WOSIANEK";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"561";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"262484";"=""368021586""";"=""9542781122""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 54 IM. MARII KONOPNICKIEJ";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24578""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wojciecha";"=""9""";"=""""";"=""40-474""";"Katowice";"=""322560698""";"=""""";"sekretariat@sp54.katowice.pl";"www.sp54.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2017.08.17";"2017.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478214";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 16";"451";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10958";"=""000723537""";"=""9542328440""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 55 SPECJALNA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00963""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. bp. Herberta Bednorza";"=""13""";"=""""";"=""40-384""";"Katowice";"=""322569067""";"=""322569067""";"sekretariat@sp55.eu";"";"publiczna";"Dzieci lub młodzież";"specjalna";"ELŻBIETA KIPER";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"38";"";"";"Nie";"Tak";"Tak";"specjalny";"";"";"";"";""
"262486";"=""368021617""";"=""9542781493""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 56 IM. HENRYKA SŁAWIKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20698""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Spółdzielczości";"=""21""";"=""""";"=""40-642""";"Katowice";"=""322028354""";"=""322028354""";"sp56katowice@gmail.com";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2017.08.17";"2017.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272308";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2";"232";"";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"34243";"=""000723454""";"=""""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 58 IM. MARII DĄBROWSKIEJ Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48273""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Bolesława Krzywoustego";"=""11""";"=""""";"=""40-870""";"Katowice";"=""322543679""";"=""322543679""";"sekretariat@sp58katowice.pl";"www.sp58katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"GRZEGORZ JURANEK";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"443";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny";"";"";"";"";""
"15818";"=""000782132""";"=""6342259477""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 59 IM. JANA MATEJKI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01742""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bolesława Chrobrego";"=""5""";"=""""";"=""40-881""";"Katowice";"=""322546579""";"=""""";"sekretariat@sp59matejko.edu.pl";"sp59matejko.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"OLGA SOKOLIŃSKA";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"470";"boiska do piłki ręcznej";"angielski, hiszpański";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"12932";"=""000723566""";"=""9542341713""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 6 SPECJALNA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25547""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zamkowa";"=""2a""";"=""""";"=""40-413""";"Katowice";"=""322557195""";"=""322557195""";"sp6s.katowice@onet.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";"BOŻENA SZMAJSER";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"38";"";"";"Nie";"Tak";"Tak";"specjalny";"Zajęcia rewalidacyjno-wychowawcze";"";"";"";""
"122302";"=""000723543""";"=""6342386684""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 60 IM. MARII GRZEGORZEWSKIEJ SPECJALNA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01742""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bolesława Chrobrego";"=""4""";"=""""";"=""40-881""";"Katowice";"=""322541867""";"=""322541867""";"sekretariat@zs3.katowice.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272306";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 3";"73";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"specjalny";"";"";"";"";""
"10962";"=""000723550""";"=""6342386626""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 61 IM. POLSKICH KAWALERÓW MALTAŃSKICH SPECJALNA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09009""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kołobrzeska";"=""8""";"=""""";"=""40-718""";"Katowice";"=""322526773""";"=""322526773""";"sp61s_k@onet.pl";"https://zss12.edupage.org";"publiczna";"Dzieci lub młodzież";"specjalna";"ANITA HARASYMOWICZ";"1999.05.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"64";"";"angielski";"Tak";"Tak";"Tak";"specjalny";"";"";"";"";""
"16018";"=""000723460""";"=""9542319613""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 62 IM. JÓZEFA KOCURKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""27943""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Juliana Ordona";"=""3d""";"=""""";"=""40-164""";"Katowice";"=""322584813""";"=""""";"sekretariat@sp62katowice.szkolnastrona.pl";"www.sp62katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478215";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 17";"377";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"262490";"=""368021681""";"=""""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 64 IM.RATOWNIKÓW GÓRSKICH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12582""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Medyków";"=""27""";"=""""";"=""40-751""";"Katowice";"=""322526223""";"=""322526223""";"sp64katowice@poczta.fm";"https://szkolapodstawowa64katowice.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2017.08.17";"2017.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480179";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 18 W KATOWICACH";"242";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"39100";"=""000723490""";"=""9542291984""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 65 IM. GUSTAWA MORCINKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10360""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kukułek";"=""2a""";"=""""";"=""40-533""";"Katowice";"=""322512301""";"=""""";"sp65katowice@tlen.pl";"https://sp65.katowice.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ŁUKASZ RABSTAJN";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"420";"boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej";"angielski, hiszpański, niemiecki";"Nie";"Nie";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"7801";"=""000723508""";"=""6342386632""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 66 IM. JANUSZA KORCZAKA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01747""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Bolesława Krzywoustego";"=""7""";"=""""";"=""40-870""";"Katowice";"=""322541651""";"=""""";"sekretariat@sp66katowice.pl";"www.sp66katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA SIKORA";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"480";"boiska do koszykówki, korty tenisowe, boiska uniwersalne/wielozadaniowe";"angielski, hiszpański";"Nie";"Tak";"Tak";"ogólnodostępny, specjalny";"";"";"";"";""
"48298";"=""272651175""";"=""6342386520""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 67 IM. KOMISJI EDUKACJI NARODOWEJ Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""26081""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zielona";"=""5""";"=""""";"=""40-756""";"Katowice";"=""322023910""";"=""""";"sekretariat@sp67.katowice.pl";"http://sp67katowice.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480181";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 20 W KATOWICACH";"647";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"10861";"=""000723514""";"=""9542338266""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 7 SPECJALNA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21970""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Szkolna";"=""5""";"=""""";"=""40-006""";"Katowice";"=""322539570""";"=""322539570""";"szkola@sps7katowice.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";"Małgorzata Gondek";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"76";"boiska uniwersalne/wielozadaniowe";"angielski";"Nie";"Tak";"Nie";"specjalny";"";"";"";"";""
"262455";"=""368017751""";"=""6342903406""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 8 IM. STANISŁAWA STASZICA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06637""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Hetmańska";"=""8""";"=""""";"=""40-560""";"Katowice";"=""322527885""";"=""322527885""";"sekretariat@zsp8katowice.szkolnastrona.pl";"www.sp8katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2017.08.17";"2017.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272298";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8";"271";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"7798";"=""000722934""";"=""6342385644""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 9 IM. JANA BRZECHWY W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15625""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Panewnicka";"=""172""";"=""""";"=""40-772""";"Katowice";"=""322527884""";"=""322527884""";"sekretariat@sp9.katowice.pl";"www.sp9katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DAGMARA PAZIO";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"313";"boiska do koszykówki, bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10575";"=""272057532""";"=""6342291512""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA SPECJALNA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM DLA DZIECI NIESŁYSZĄCYCH I SŁABO SŁYSZĄC";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06085""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Michała Grażyńskiego";"=""17""";"=""""";"=""40-126""";"Katowice";"=""322584359""";"=""322584359""";"biuro.nieslyszacy.katowice@gmail.com";"";"publiczna";"Dzieci lub młodzież";"specjalna";" ";"1981.09.01";"1981.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"8787";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY DLA DZIECI NIESŁYSZĄCYCH I SŁABO SŁYSZĄCYCH";"134";"";"angielski";"Nie";"Tak";"Nie";"specjalny";"";"";"";"";""
"478553";"=""527453280""";"=""5252951631""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA SZKOŁA W CHMURZE W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48242""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. J. Gallusa";"=""10""";"=""""";"=""40-594""";"Katowice";"=""221043194""";"=""""";"hejka@szkolawchmurze.org";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2022.08.22";"2022.09.01";"";"Spółki Handlowe";"SZKOŁA W CHMURZE  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""524972750""";"=""5252951631""";"MAZOWIECKIE";"Warszawa";"Żoliborz";"samodzielna";"";"";"";"899";"";"angielski, francuski, hiszpański, niemiecki, rosyjski, włoski";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"30066";"=""243074846""";"=""6761059352""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA ZAKONU PIJARÓW MATKI BOŻEJ KRÓLOWEJ SZKÓŁ POBOŻNYCH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16204""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Pijarska";"=""7""";"=""""";"=""40-750""";"Katowice";"=""668864713""";"=""""";"katowice@pijarzy.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2009.09.30";"2010.09.01";"";"Organizacje Wyznaniowe";"POLSKA PROWINCJA ZAKONU PIJARÓW";"=""040018428""";"=""6761059352""";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"szkoła/placówka wchodząca w skład jednostki złożonej";"113709";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAKONU PIJARÓW MATKI BOŻEJ KRÓLOWEJ SZKÓŁ POBOŻNYCH";"312";"";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10089";"=""243037740""";"=""7292597869""";"Szkoła policealna";"SZKOŁA POLICEALNA AKTYWIZACJI ZAWODOWEJ ŻAK";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Opolska";"=""17-19""";"=""""";"=""40-084""";"Katowice";"=""327818423""";"=""""";"katowice@zak.edu.pl";"https://katowice.zak.edu.pl/";"niepubliczna";"Bez kategorii";"brak specyfiki";"AGATA MIŚKOWIEC-WOLAK";"2002.09.01";"2002.09.01";"";"Spółki Handlowe";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""100190115""";"=""7292597869""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"samodzielna";"";"";"";"149";"";"";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik administracji, Asystent osoby niepełnosprawnej, Opiekunka środowiskowa, Opiekun w domu pomocy społecznej, Technik usług kosmetycznych, Florysta, Opiekun osoby starszej";"";"";""
"10088";"=""243029219""";"=""7292597869""";"Szkoła policealna";"SZKOŁA POLICEALNA BEZPIECZEŃSTWA I HIGIENY PRACY ŻAK";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Opolska";"=""17-19""";"=""""";"=""40-084""";"Katowice";"=""327818423""";"=""""";"katowice@zak.edu.pl";"https://katowice.zak.edu.pl/";"niepubliczna";"Bez kategorii";"brak specyfiki";"AGATA MIŚKOWIEC-WOLAK";"2003.09.01";"2003.09.01";"";"Spółki Handlowe";"CENTRUM NAUKI I BIZNESU ""ŻAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""100190115""";"=""7292597869""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"samodzielna";"";"";"";"176";"";"";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik bezpieczeństwa i higieny pracy";"";"";""
"11822";"=""243034806""";"=""5783095159""";"Szkoła policealna";"SZKOŁA POLICEALNA COPERNICUS NR 1 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""11937""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. 3 Maja";"=""18""";"=""""";"=""40-096""";"Katowice";"=""322048986""";"=""322048986""";"katowice@copernicus.edu.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"DAMIAN SZOŁTYSEK";"2009.09.01";"2009.09.01";"";"Spółki Handlowe";"CENTRUM EDUKACJI COPERNICUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""280602963""";"=""""";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"samodzielna";"";"";"";"418";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"Technik bezpieczeństwa i higieny pracy, Asystentka stomatologiczna, Technik farmaceutyczny, Technik masażysta, Terapeuta zajęciowy, Technik administracji, Opiekun w domu pomocy społecznej, Technik archiwista, Opiekunka dziecięca, Technik usług kosmetycznych, Technik ochrony fizycznej osób i mienia, Florysta, Technik usług pocztowych i finansowych, Opiekun medyczny, Technik sterylizacji medycznej, Podolog";"";"";""
